week_start_date,search_term,category,avg_interest_score,region
2023-07-30,Estate Sales,Involuntary Supply,73,US
2023-07-30,Foreclosure Auctions,Distress Signal,77,US
2023-07-30,Home Insurance,Financial Friction,35,US
2023-07-30,Mortgage Assumption,Market Access,29,US
2023-08-06,Estate Sales,Involuntary Supply,73,US
2023-08-06,Foreclosure Auctions,Distress Signal,72,US
2023-08-06,Home Insurance,Financial Friction,35,US
2023-08-06,Mortgage Assumption,Market Access,31,US
2023-08-13,Estate Sales,Involuntary Supply,74,US
2023-08-13,Foreclosure Auctions,Distress Signal,70,US
2023-08-13,Home Insurance,Financial Friction,35,US
2023-08-13,Mortgage Assumption,Market Access,31,US
2023-08-20,Estate Sales,Involuntary Supply,68,US
2023-08-20,Foreclosure Auctions,Distress Signal,68,US
2023-08-20,Home Insurance,Financial Friction,35,US
2023-08-20,Mortgage Assumption,Market Access,29,US
2023-08-27,Estate Sales,Involuntary Supply,68,US
2023-08-27,Foreclosure Auctions,Distress Signal,72,US
2023-08-27,Home Insurance,Financial Friction,34,US
2023-08-27,Mortgage Assumption,Market Access,25,US
2023-09-03,Estate Sales,Involuntary Supply,66,US
2023-09-03,Foreclosure Auctions,Distress Signal,67,US
2023-09-03,Home Insurance,Financial Friction,35,US
2023-09-03,Mortgage Assumption,Market Access,53,US
2023-09-10,Estate Sales,Involuntary Supply,69,US
2023-09-10,Foreclosure Auctions,Distress Signal,69,US
2023-09-10,Home Insurance,Financial Friction,31,US
2023-09-10,Mortgage Assumption,Market Access,49,US
2023-09-17,Estate Sales,Involuntary Supply,69,US
2023-09-17,Foreclosure Auctions,Distress Signal,68,US
2023-09-17,Home Insurance,Financial Friction,33,US
2023-09-17,Mortgage Assumption,Market Access,49,US
2023-09-24,Estate Sales,Involuntary Supply,64,US
2023-09-24,Foreclosure Auctions,Distress Signal,70,US
2023-09-24,Home Insurance,Financial Friction,31,US
2023-09-24,Mortgage Assumption,Market Access,33,US
2023-10-01,Estate Sales,Involuntary Supply,65,US
2023-10-01,Foreclosure Auctions,Distress Signal,64,US
2023-10-01,Home Insurance,Financial Friction,31,US
2023-10-01,Mortgage Assumption,Market Access,40,US
2023-10-08,Estate Sales,Involuntary Supply,68,US
2023-10-08,Foreclosure Auctions,Distress Signal,65,US
2023-10-08,Home Insurance,Financial Friction,32,US
2023-10-08,Mortgage Assumption,Market Access,38,US
2023-10-15,Estate Sales,Involuntary Supply,61,US
2023-10-15,Foreclosure Auctions,Distress Signal,65,US
2023-10-15,Home Insurance,Financial Friction,31,US
2023-10-15,Mortgage Assumption,Market Access,41,US
2023-10-22,Estate Sales,Involuntary Supply,66,US
2023-10-22,Foreclosure Auctions,Distress Signal,65,US
2023-10-22,Home Insurance,Financial Friction,32,US
2023-10-22,Mortgage Assumption,Market Access,39,US
2023-10-29,Estate Sales,Involuntary Supply,70,US
2023-10-29,Foreclosure Auctions,Distress Signal,65,US
2023-10-29,Home Insurance,Financial Friction,31,US
2023-10-29,Mortgage Assumption,Market Access,33,US
2023-11-05,Estate Sales,Involuntary Supply,63,US
2023-11-05,Foreclosure Auctions,Distress Signal,65,US
2023-11-05,Home Insurance,Financial Friction,30,US
2023-11-05,Mortgage Assumption,Market Access,25,US
2023-11-12,Estate Sales,Involuntary Supply,43,US
2023-11-12,Foreclosure Auctions,Distress Signal,48,US
2023-11-12,Home Insurance,Financial Friction,22,US
2023-11-12,Mortgage Assumption,Market Access,22,US
2023-11-19,Estate Sales,Involuntary Supply,56,US
2023-11-19,Foreclosure Auctions,Distress Signal,64,US
2023-11-19,Home Insurance,Financial Friction,31,US
2023-11-19,Mortgage Assumption,Market Access,25,US
2023-11-26,Estate Sales,Involuntary Supply,57,US
2023-11-26,Foreclosure Auctions,Distress Signal,69,US
2023-11-26,Home Insurance,Financial Friction,32,US
2023-11-26,Mortgage Assumption,Market Access,27,US
2023-12-03,Estate Sales,Involuntary Supply,49,US
2023-12-03,Foreclosure Auctions,Distress Signal,60,US
2023-12-03,Home Insurance,Financial Friction,30,US
2023-12-03,Mortgage Assumption,Market Access,28,US
2023-12-10,Estate Sales,Involuntary Supply,34,US
2023-12-10,Foreclosure Auctions,Distress Signal,56,US
2023-12-10,Home Insurance,Financial Friction,28,US
2023-12-10,Mortgage Assumption,Market Access,24,US
2023-12-17,Estate Sales,Involuntary Supply,40,US
2023-12-17,Foreclosure Auctions,Distress Signal,57,US
2023-12-17,Home Insurance,Financial Friction,28,US
2023-12-17,Mortgage Assumption,Market Access,19,US
2023-12-24,Estate Sales,Involuntary Supply,51,US
2023-12-24,Foreclosure Auctions,Distress Signal,70,US
2023-12-24,Home Insurance,Financial Friction,32,US
2023-12-24,Mortgage Assumption,Market Access,51,US
2023-12-31,Estate Sales,Involuntary Supply,53,US
2023-12-31,Foreclosure Auctions,Distress Signal,71,US
2023-12-31,Home Insurance,Financial Friction,38,US
2023-12-31,Mortgage Assumption,Market Access,29,US
2024-01-07,Estate Sales,Involuntary Supply,56,US
2024-01-07,Foreclosure Auctions,Distress Signal,67,US
2024-01-07,Home Insurance,Financial Friction,34,US
2024-01-07,Mortgage Assumption,Market Access,28,US
2024-01-14,Estate Sales,Involuntary Supply,57,US
2024-01-14,Foreclosure Auctions,Distress Signal,69,US
2024-01-14,Home Insurance,Financial Friction,37,US
2024-01-14,Mortgage Assumption,Market Access,27,US
2024-01-21,Estate Sales,Involuntary Supply,57,US
2024-01-21,Foreclosure Auctions,Distress Signal,71,US
2024-01-21,Home Insurance,Financial Friction,37,US
2024-01-21,Mortgage Assumption,Market Access,34,US
2024-01-28,Estate Sales,Involuntary Supply,56,US
2024-01-28,Foreclosure Auctions,Distress Signal,74,US
2024-01-28,Home Insurance,Financial Friction,37,US
2024-01-28,Mortgage Assumption,Market Access,37,US
2024-02-04,Estate Sales,Involuntary Supply,56,US
2024-02-04,Foreclosure Auctions,Distress Signal,66,US
2024-02-04,Home Insurance,Financial Friction,32,US
2024-02-04,Mortgage Assumption,Market Access,35,US
2024-02-11,Estate Sales,Involuntary Supply,68,US
2024-02-11,Foreclosure Auctions,Distress Signal,73,US
2024-02-11,Home Insurance,Financial Friction,39,US
2024-02-11,Mortgage Assumption,Market Access,51,US
2024-02-18,Estate Sales,Involuntary Supply,62,US
2024-02-18,Foreclosure Auctions,Distress Signal,68,US
2024-02-18,Home Insurance,Financial Friction,36,US
2024-02-18,Mortgage Assumption,Market Access,42,US
2024-02-25,Estate Sales,Involuntary Supply,61,US
2024-02-25,Foreclosure Auctions,Distress Signal,69,US
2024-02-25,Home Insurance,Financial Friction,36,US
2024-02-25,Mortgage Assumption,Market Access,52,US
2024-03-03,Estate Sales,Involuntary Supply,61,US
2024-03-03,Foreclosure Auctions,Distress Signal,72,US
2024-03-03,Home Insurance,Financial Friction,38,US
2024-03-03,Mortgage Assumption,Market Access,41,US
2024-03-10,Estate Sales,Involuntary Supply,65,US
2024-03-10,Foreclosure Auctions,Distress Signal,71,US
2024-03-10,Home Insurance,Financial Friction,38,US
2024-03-10,Mortgage Assumption,Market Access,51,US
2024-03-17,Estate Sales,Involuntary Supply,56,US
2024-03-17,Foreclosure Auctions,Distress Signal,63,US
2024-03-17,Home Insurance,Financial Friction,39,US
2024-03-17,Mortgage Assumption,Market Access,40,US
2024-03-24,Estate Sales,Involuntary Supply,57,US
2024-03-24,Foreclosure Auctions,Distress Signal,67,US
2024-03-24,Home Insurance,Financial Friction,37,US
2024-03-24,Mortgage Assumption,Market Access,47,US
2024-03-31,Estate Sales,Involuntary Supply,62,US
2024-03-31,Foreclosure Auctions,Distress Signal,63,US
2024-03-31,Home Insurance,Financial Friction,38,US
2024-03-31,Mortgage Assumption,Market Access,68,US
2024-04-07,Estate Sales,Involuntary Supply,63,US
2024-04-07,Foreclosure Auctions,Distress Signal,70,US
2024-04-07,Home Insurance,Financial Friction,40,US
2024-04-07,Mortgage Assumption,Market Access,73,US
2024-04-14,Estate Sales,Involuntary Supply,65,US
2024-04-14,Foreclosure Auctions,Distress Signal,69,US
2024-04-14,Home Insurance,Financial Friction,39,US
2024-04-14,Mortgage Assumption,Market Access,75,US
2024-04-21,Estate Sales,Involuntary Supply,71,US
2024-04-21,Foreclosure Auctions,Distress Signal,69,US
2024-04-21,Home Insurance,Financial Friction,39,US
2024-04-21,Mortgage Assumption,Market Access,74,US
2024-04-28,Estate Sales,Involuntary Supply,100,US
2024-04-28,Foreclosure Auctions,Distress Signal,69,US
2024-04-28,Home Insurance,Financial Friction,40,US
2024-04-28,Mortgage Assumption,Market Access,100,US
2024-05-05,Estate Sales,Involuntary Supply,62,US
2024-05-05,Foreclosure Auctions,Distress Signal,63,US
2024-05-05,Home Insurance,Financial Friction,38,US
2024-05-05,Mortgage Assumption,Market Access,97,US
2024-05-12,Estate Sales,Involuntary Supply,62,US
2024-05-12,Foreclosure Auctions,Distress Signal,88,US
2024-05-12,Home Insurance,Financial Friction,40,US
2024-05-12,Mortgage Assumption,Market Access,75,US
2024-05-19,Estate Sales,Involuntary Supply,64,US
2024-05-19,Foreclosure Auctions,Distress Signal,61,US
2024-05-19,Home Insurance,Financial Friction,40,US
2024-05-19,Mortgage Assumption,Market Access,84,US
2024-05-26,Estate Sales,Involuntary Supply,61,US
2024-05-26,Foreclosure Auctions,Distress Signal,66,US
2024-05-26,Home Insurance,Financial Friction,40,US
2024-05-26,Mortgage Assumption,Market Access,84,US
2024-06-02,Estate Sales,Involuntary Supply,59,US
2024-06-02,Foreclosure Auctions,Distress Signal,54,US
2024-06-02,Home Insurance,Financial Friction,42,US
2024-06-02,Mortgage Assumption,Market Access,88,US
2024-06-09,Estate Sales,Involuntary Supply,64,US
2024-06-09,Foreclosure Auctions,Distress Signal,53,US
2024-06-09,Home Insurance,Financial Friction,44,US
2024-06-09,Mortgage Assumption,Market Access,80,US
2024-06-16,Estate Sales,Involuntary Supply,63,US
2024-06-16,Foreclosure Auctions,Distress Signal,53,US
2024-06-16,Home Insurance,Financial Friction,39,US
2024-06-16,Mortgage Assumption,Market Access,68,US
2024-06-23,Estate Sales,Involuntary Supply,55,US
2024-06-23,Foreclosure Auctions,Distress Signal,58,US
2024-06-23,Home Insurance,Financial Friction,37,US
2024-06-23,Mortgage Assumption,Market Access,73,US
2024-06-30,Estate Sales,Involuntary Supply,65,US
2024-06-30,Foreclosure Auctions,Distress Signal,65,US
2024-06-30,Home Insurance,Financial Friction,42,US
2024-06-30,Mortgage Assumption,Market Access,77,US
2024-07-07,Estate Sales,Involuntary Supply,64,US
2024-07-07,Foreclosure Auctions,Distress Signal,60,US
2024-07-07,Home Insurance,Financial Friction,38,US
2024-07-07,Mortgage Assumption,Market Access,64,US
2024-07-14,Estate Sales,Involuntary Supply,64,US
2024-07-14,Foreclosure Auctions,Distress Signal,63,US
2024-07-14,Home Insurance,Financial Friction,40,US
2024-07-14,Mortgage Assumption,Market Access,64,US
2024-07-21,Estate Sales,Involuntary Supply,62,US
2024-07-21,Foreclosure Auctions,Distress Signal,66,US
2024-07-21,Home Insurance,Financial Friction,40,US
2024-07-21,Mortgage Assumption,Market Access,74,US
2024-07-28,Estate Sales,Involuntary Supply,61,US
2024-07-28,Foreclosure Auctions,Distress Signal,65,US
2024-07-28,Home Insurance,Financial Friction,38,US
2024-07-28,Mortgage Assumption,Market Access,58,US
2024-08-04,Estate Sales,Involuntary Supply,62,US
2024-08-04,Foreclosure Auctions,Distress Signal,66,US
2024-08-04,Home Insurance,Financial Friction,41,US
2024-08-04,Mortgage Assumption,Market Access,63,US
2024-08-11,Estate Sales,Involuntary Supply,64,US
2024-08-11,Foreclosure Auctions,Distress Signal,64,US
2024-08-11,Home Insurance,Financial Friction,38,US
2024-08-11,Mortgage Assumption,Market Access,58,US
2024-08-18,Estate Sales,Involuntary Supply,59,US
2024-08-18,Foreclosure Auctions,Distress Signal,56,US
2024-08-18,Home Insurance,Financial Friction,37,US
2024-08-18,Mortgage Assumption,Market Access,48,US
2024-08-25,Estate Sales,Involuntary Supply,59,US
2024-08-25,Foreclosure Auctions,Distress Signal,59,US
2024-08-25,Home Insurance,Financial Friction,36,US
2024-08-25,Mortgage Assumption,Market Access,47,US
2024-09-01,Estate Sales,Involuntary Supply,57,US
2024-09-01,Foreclosure Auctions,Distress Signal,60,US
2024-09-01,Home Insurance,Financial Friction,36,US
2024-09-01,Mortgage Assumption,Market Access,46,US
2024-09-08,Estate Sales,Involuntary Supply,57,US
2024-09-08,Foreclosure Auctions,Distress Signal,58,US
2024-09-08,Home Insurance,Financial Friction,37,US
2024-09-08,Mortgage Assumption,Market Access,46,US
2024-09-15,Estate Sales,Involuntary Supply,55,US
2024-09-15,Foreclosure Auctions,Distress Signal,52,US
2024-09-15,Home Insurance,Financial Friction,39,US
2024-09-15,Mortgage Assumption,Market Access,51,US
2024-09-22,Estate Sales,Involuntary Supply,53,US
2024-09-22,Foreclosure Auctions,Distress Signal,57,US
2024-09-22,Home Insurance,Financial Friction,37,US
2024-09-22,Mortgage Assumption,Market Access,47,US
2024-09-29,Estate Sales,Involuntary Supply,51,US
2024-09-29,Foreclosure Auctions,Distress Signal,51,US
2024-09-29,Home Insurance,Financial Friction,42,US
2024-09-29,Mortgage Assumption,Market Access,39,US
2024-10-06,Estate Sales,Involuntary Supply,58,US
2024-10-06,Foreclosure Auctions,Distress Signal,53,US
2024-10-06,Home Insurance,Financial Friction,35,US
2024-10-06,Mortgage Assumption,Market Access,96,US
2024-10-13,Estate Sales,Involuntary Supply,55,US
2024-10-13,Foreclosure Auctions,Distress Signal,58,US
2024-10-13,Home Insurance,Financial Friction,37,US
2024-10-13,Mortgage Assumption,Market Access,53,US
2024-10-20,Estate Sales,Involuntary Supply,55,US
2024-10-20,Foreclosure Auctions,Distress Signal,54,US
2024-10-20,Home Insurance,Financial Friction,33,US
2024-10-20,Mortgage Assumption,Market Access,39,US
2024-10-27,Estate Sales,Involuntary Supply,53,US
2024-10-27,Foreclosure Auctions,Distress Signal,54,US
2024-10-27,Home Insurance,Financial Friction,32,US
2024-10-27,Mortgage Assumption,Market Access,44,US
2024-11-03,Estate Sales,Involuntary Supply,58,US
2024-11-03,Foreclosure Auctions,Distress Signal,51,US
2024-11-03,Home Insurance,Financial Friction,34,US
2024-11-03,Mortgage Assumption,Market Access,41,US
2024-11-10,Estate Sales,Involuntary Supply,52,US
2024-11-10,Foreclosure Auctions,Distress Signal,56,US
2024-11-10,Home Insurance,Financial Friction,34,US
2024-11-10,Mortgage Assumption,Market Access,43,US
2024-11-17,Estate Sales,Involuntary Supply,34,US
2024-11-17,Foreclosure Auctions,Distress Signal,45,US
2024-11-17,Home Insurance,Financial Friction,28,US
2024-11-17,Mortgage Assumption,Market Access,36,US
2024-11-24,Estate Sales,Involuntary Supply,42,US
2024-11-24,Foreclosure Auctions,Distress Signal,52,US
2024-11-24,Home Insurance,Financial Friction,35,US
2024-11-24,Mortgage Assumption,Market Access,37,US
2024-12-01,Estate Sales,Involuntary Supply,41,US
2024-12-01,Foreclosure Auctions,Distress Signal,50,US
2024-12-01,Home Insurance,Financial Friction,34,US
2024-12-01,Mortgage Assumption,Market Access,31,US
2024-12-08,Estate Sales,Involuntary Supply,37,US
2024-12-08,Foreclosure Auctions,Distress Signal,48,US
2024-12-08,Home Insurance,Financial Friction,33,US
2024-12-08,Mortgage Assumption,Market Access,37,US
2024-12-15,Estate Sales,Involuntary Supply,36,US
2024-12-15,Foreclosure Auctions,Distress Signal,46,US
2024-12-15,Home Insurance,Financial Friction,25,US
2024-12-15,Mortgage Assumption,Market Access,34,US
2024-12-22,Estate Sales,Involuntary Supply,43,US
2024-12-22,Foreclosure Auctions,Distress Signal,67,US
2024-12-22,Home Insurance,Financial Friction,35,US
2024-12-22,Mortgage Assumption,Market Access,50,US
2024-12-29,Estate Sales,Involuntary Supply,45,US
2024-12-29,Foreclosure Auctions,Distress Signal,68,US
2024-12-29,Home Insurance,Financial Friction,51,US
2024-12-29,Mortgage Assumption,Market Access,52,US
2025-01-05,Estate Sales,Involuntary Supply,53,US
2025-01-05,Foreclosure Auctions,Distress Signal,70,US
2025-01-05,Home Insurance,Financial Friction,70,US
2025-01-05,Mortgage Assumption,Market Access,56,US
2025-01-12,Estate Sales,Involuntary Supply,55,US
2025-01-12,Foreclosure Auctions,Distress Signal,63,US
2025-01-12,Home Insurance,Financial Friction,52,US
2025-01-12,Mortgage Assumption,Market Access,56,US
2025-01-19,Estate Sales,Involuntary Supply,54,US
2025-01-19,Foreclosure Auctions,Distress Signal,64,US
2025-01-19,Home Insurance,Financial Friction,38,US
2025-01-19,Mortgage Assumption,Market Access,57,US
2025-01-26,Estate Sales,Involuntary Supply,56,US
2025-01-26,Foreclosure Auctions,Distress Signal,74,US
2025-01-26,Home Insurance,Financial Friction,39,US
2025-01-26,Mortgage Assumption,Market Access,55,US
2025-02-02,Estate Sales,Involuntary Supply,52,US
2025-02-02,Foreclosure Auctions,Distress Signal,66,US
2025-02-02,Home Insurance,Financial Friction,40,US
2025-02-02,Mortgage Assumption,Market Access,55,US
2025-02-09,Estate Sales,Involuntary Supply,59,US
2025-02-09,Foreclosure Auctions,Distress Signal,69,US
2025-02-09,Home Insurance,Financial Friction,40,US
2025-02-09,Mortgage Assumption,Market Access,58,US
2025-02-16,Estate Sales,Involuntary Supply,61,US
2025-02-16,Foreclosure Auctions,Distress Signal,65,US
2025-02-16,Home Insurance,Financial Friction,38,US
2025-02-16,Mortgage Assumption,Market Access,50,US
2025-02-23,Estate Sales,Involuntary Supply,64,US
2025-02-23,Foreclosure Auctions,Distress Signal,70,US
2025-02-23,Home Insurance,Financial Friction,42,US
2025-02-23,Mortgage Assumption,Market Access,51,US
2025-03-02,Estate Sales,Involuntary Supply,64,US
2025-03-02,Foreclosure Auctions,Distress Signal,68,US
2025-03-02,Home Insurance,Financial Friction,41,US
2025-03-02,Mortgage Assumption,Market Access,60,US
2025-03-09,Estate Sales,Involuntary Supply,65,US
2025-03-09,Foreclosure Auctions,Distress Signal,70,US
2025-03-09,Home Insurance,Financial Friction,42,US
2025-03-09,Mortgage Assumption,Market Access,55,US
2025-03-16,Estate Sales,Involuntary Supply,65,US
2025-03-16,Foreclosure Auctions,Distress Signal,68,US
2025-03-16,Home Insurance,Financial Friction,41,US
2025-03-16,Mortgage Assumption,Market Access,49,US
2025-03-23,Estate Sales,Involuntary Supply,64,US
2025-03-23,Foreclosure Auctions,Distress Signal,71,US
2025-03-23,Home Insurance,Financial Friction,41,US
2025-03-23,Mortgage Assumption,Market Access,53,US
2025-03-30,Estate Sales,Involuntary Supply,71,US
2025-03-30,Foreclosure Auctions,Distress Signal,66,US
2025-03-30,Home Insurance,Financial Friction,40,US
2025-03-30,Mortgage Assumption,Market Access,50,US
2025-04-06,Estate Sales,Involuntary Supply,62,US
2025-04-06,Foreclosure Auctions,Distress Signal,62,US
2025-04-06,Home Insurance,Financial Friction,40,US
2025-04-06,Mortgage Assumption,Market Access,52,US
2025-04-13,Estate Sales,Involuntary Supply,67,US
2025-04-13,Foreclosure Auctions,Distress Signal,68,US
2025-04-13,Home Insurance,Financial Friction,41,US
2025-04-13,Mortgage Assumption,Market Access,49,US
2025-04-20,Estate Sales,Involuntary Supply,70,US
2025-04-20,Foreclosure Auctions,Distress Signal,70,US
2025-04-20,Home Insurance,Financial Friction,45,US
2025-04-20,Mortgage Assumption,Market Access,59,US
2025-04-27,Estate Sales,Involuntary Supply,66,US
2025-04-27,Foreclosure Auctions,Distress Signal,76,US
2025-04-27,Home Insurance,Financial Friction,47,US
2025-04-27,Mortgage Assumption,Market Access,55,US
2025-05-04,Estate Sales,Involuntary Supply,68,US
2025-05-04,Foreclosure Auctions,Distress Signal,61,US
2025-05-04,Home Insurance,Financial Friction,47,US
2025-05-04,Mortgage Assumption,Market Access,54,US
2025-05-11,Estate Sales,Involuntary Supply,65,US
2025-05-11,Foreclosure Auctions,Distress Signal,59,US
2025-05-11,Home Insurance,Financial Friction,39,US
2025-05-11,Mortgage Assumption,Market Access,53,US
2025-05-18,Estate Sales,Involuntary Supply,75,US
2025-05-18,Foreclosure Auctions,Distress Signal,71,US
2025-05-18,Home Insurance,Financial Friction,37,US
2025-05-18,Mortgage Assumption,Market Access,54,US
2025-05-25,Estate Sales,Involuntary Supply,71,US
2025-05-25,Foreclosure Auctions,Distress Signal,71,US
2025-05-25,Home Insurance,Financial Friction,44,US
2025-05-25,Mortgage Assumption,Market Access,67,US
2025-06-01,Estate Sales,Involuntary Supply,69,US
2025-06-01,Foreclosure Auctions,Distress Signal,68,US
2025-06-01,Home Insurance,Financial Friction,47,US
2025-06-01,Mortgage Assumption,Market Access,55,US
2025-06-08,Estate Sales,Involuntary Supply,71,US
2025-06-08,Foreclosure Auctions,Distress Signal,64,US
2025-06-08,Home Insurance,Financial Friction,48,US
2025-06-08,Mortgage Assumption,Market Access,56,US
2025-06-15,Estate Sales,Involuntary Supply,74,US
2025-06-15,Foreclosure Auctions,Distress Signal,72,US
2025-06-15,Home Insurance,Financial Friction,48,US
2025-06-15,Mortgage Assumption,Market Access,56,US
2025-06-22,Estate Sales,Involuntary Supply,58,US
2025-06-22,Foreclosure Auctions,Distress Signal,72,US
2025-06-22,Home Insurance,Financial Friction,48,US
2025-06-22,Mortgage Assumption,Market Access,57,US
2025-06-29,Estate Sales,Involuntary Supply,72,US
2025-06-29,Foreclosure Auctions,Distress Signal,74,US
2025-06-29,Home Insurance,Financial Friction,61,US
2025-06-29,Mortgage Assumption,Market Access,64,US
2025-07-06,Estate Sales,Involuntary Supply,74,US
2025-07-06,Foreclosure Auctions,Distress Signal,81,US
2025-07-06,Home Insurance,Financial Friction,100,US
2025-07-06,Mortgage Assumption,Market Access,65,US
2025-07-13,Estate Sales,Involuntary Supply,76,US
2025-07-13,Foreclosure Auctions,Distress Signal,80,US
2025-07-13,Home Insurance,Financial Friction,97,US
2025-07-13,Mortgage Assumption,Market Access,73,US
2025-07-20,Estate Sales,Involuntary Supply,72,US
2025-07-20,Foreclosure Auctions,Distress Signal,80,US
2025-07-20,Home Insurance,Financial Friction,86,US
2025-07-20,Mortgage Assumption,Market Access,64,US
2025-07-27,Estate Sales,Involuntary Supply,73,US
2025-07-27,Foreclosure Auctions,Distress Signal,80,US
2025-07-27,Home Insurance,Financial Friction,74,US
2025-07-27,Mortgage Assumption,Market Access,56,US
2025-08-03,Estate Sales,Involuntary Supply,73,US
2025-08-03,Foreclosure Auctions,Distress Signal,68,US
2025-08-03,Home Insurance,Financial Friction,67,US
2025-08-03,Mortgage Assumption,Market Access,56,US
2025-08-10,Estate Sales,Involuntary Supply,73,US
2025-08-10,Foreclosure Auctions,Distress Signal,79,US
2025-08-10,Home Insurance,Financial Friction,60,US
2025-08-10,Mortgage Assumption,Market Access,52,US
2025-08-17,Estate Sales,Involuntary Supply,66,US
2025-08-17,Foreclosure Auctions,Distress Signal,67,US
2025-08-17,Home Insurance,Financial Friction,56,US
2025-08-17,Mortgage Assumption,Market Access,46,US
2025-08-24,Estate Sales,Involuntary Supply,69,US
2025-08-24,Foreclosure Auctions,Distress Signal,73,US
2025-08-24,Home Insurance,Financial Friction,57,US
2025-08-24,Mortgage Assumption,Market Access,45,US
2025-08-31,Estate Sales,Involuntary Supply,62,US
2025-08-31,Foreclosure Auctions,Distress Signal,62,US
2025-08-31,Home Insurance,Financial Friction,54,US
2025-08-31,Mortgage Assumption,Market Access,44,US
2025-09-07,Estate Sales,Involuntary Supply,63,US
2025-09-07,Foreclosure Auctions,Distress Signal,65,US
2025-09-07,Home Insurance,Financial Friction,59,US
2025-09-07,Mortgage Assumption,Market Access,48,US
2025-09-14,Estate Sales,Involuntary Supply,62,US
2025-09-14,Foreclosure Auctions,Distress Signal,61,US
2025-09-14,Home Insurance,Financial Friction,65,US
2025-09-14,Mortgage Assumption,Market Access,45,US
2025-09-21,Estate Sales,Involuntary Supply,62,US
2025-09-21,Foreclosure Auctions,Distress Signal,72,US
2025-09-21,Home Insurance,Financial Friction,60,US
2025-09-21,Mortgage Assumption,Market Access,40,US
2025-09-28,Estate Sales,Involuntary Supply,61,US
2025-09-28,Foreclosure Auctions,Distress Signal,74,US
2025-09-28,Home Insurance,Financial Friction,57,US
2025-09-28,Mortgage Assumption,Market Access,37,US
2025-10-05,Estate Sales,Involuntary Supply,62,US
2025-10-05,Foreclosure Auctions,Distress Signal,66,US
2025-10-05,Home Insurance,Financial Friction,55,US
2025-10-05,Mortgage Assumption,Market Access,40,US
2025-10-12,Estate Sales,Involuntary Supply,62,US
2025-10-12,Foreclosure Auctions,Distress Signal,68,US
2025-10-12,Home Insurance,Financial Friction,54,US
2025-10-12,Mortgage Assumption,Market Access,35,US
2025-10-19,Estate Sales,Involuntary Supply,62,US
2025-10-19,Foreclosure Auctions,Distress Signal,65,US
2025-10-19,Home Insurance,Financial Friction,57,US
2025-10-19,Mortgage Assumption,Market Access,40,US
2025-10-26,Estate Sales,Involuntary Supply,63,US
2025-10-26,Foreclosure Auctions,Distress Signal,73,US
2025-10-26,Home Insurance,Financial Friction,63,US
2025-10-26,Mortgage Assumption,Market Access,45,US
2025-11-02,Estate Sales,Involuntary Supply,65,US
2025-11-02,Foreclosure Auctions,Distress Signal,75,US
2025-11-02,Home Insurance,Financial Friction,61,US
2025-11-02,Mortgage Assumption,Market Access,57,US
2025-11-09,Estate Sales,Involuntary Supply,62,US
2025-11-09,Foreclosure Auctions,Distress Signal,78,US
2025-11-09,Home Insurance,Financial Friction,62,US
2025-11-09,Mortgage Assumption,Market Access,44,US
2025-11-16,Estate Sales,Involuntary Supply,41,US
2025-11-16,Foreclosure Auctions,Distress Signal,73,US
2025-11-16,Home Insurance,Financial Friction,52,US
2025-11-16,Mortgage Assumption,Market Access,35,US
2025-11-23,Estate Sales,Involuntary Supply,51,US
2025-11-23,Foreclosure Auctions,Distress Signal,74,US
2025-11-23,Home Insurance,Financial Friction,65,US
2025-11-23,Mortgage Assumption,Market Access,40,US
2025-11-30,Estate Sales,Involuntary Supply,51,US
2025-11-30,Foreclosure Auctions,Distress Signal,71,US
2025-11-30,Home Insurance,Financial Friction,61,US
2025-11-30,Mortgage Assumption,Market Access,37,US
2025-12-07,Estate Sales,Involuntary Supply,40,US
2025-12-07,Foreclosure Auctions,Distress Signal,63,US
2025-12-07,Home Insurance,Financial Friction,58,US
2025-12-07,Mortgage Assumption,Market Access,36,US
2025-12-14,Estate Sales,Involuntary Supply,34,US
2025-12-14,Foreclosure Auctions,Distress Signal,57,US
2025-12-14,Home Insurance,Financial Friction,53,US
2025-12-14,Mortgage Assumption,Market Access,36,US
2025-12-21,Estate Sales,Involuntary Supply,51,US
2025-12-21,Foreclosure Auctions,Distress Signal,71,US
2025-12-21,Home Insurance,Financial Friction,61,US
2025-12-21,Mortgage Assumption,Market Access,41,US
2025-12-28,Estate Sales,Involuntary Supply,63,US
2025-12-28,Foreclosure Auctions,Distress Signal,78,US
2025-12-28,Home Insurance,Financial Friction,64,US
2025-12-28,Mortgage Assumption,Market Access,45,US
2026-01-04,Estate Sales,Involuntary Supply,79,US
2026-01-04,Foreclosure Auctions,Distress Signal,74,US
2026-01-04,Home Insurance,Financial Friction,61,US
2026-01-04,Mortgage Assumption,Market Access,53,US
2026-01-11,Estate Sales,Involuntary Supply,58,US
2026-01-11,Foreclosure Auctions,Distress Signal,86,US
2026-01-11,Home Insurance,Financial Friction,72,US
2026-01-11,Mortgage Assumption,Market Access,79,US
2026-01-18,Estate Sales,Involuntary Supply,50,US
2026-01-18,Foreclosure Auctions,Distress Signal,84,US
2026-01-18,Home Insurance,Financial Friction,64,US
2026-01-18,Mortgage Assumption,Market Access,68,US
2026-01-25,Estate Sales,Involuntary Supply,55,US
2026-01-25,Foreclosure Auctions,Distress Signal,79,US
